Url,Med_Preis,Modelname,GTIN,Farbe,Rückkamera_MP,Front_Kamera_MP,Displaygrösse_Inches,Speicherkapazität_GB,Gesichtserkennung,Modelljahr,Marke,Gesamtkundenbewertung,Anzahl_Kundenbewertung,Displaygrösse_CM,Med_Preis_Exkl_Mwst
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151066.html,1439.0,iPhone 14 Pro,MQ293ZD/A,Deep Purple,48,12,6.1,512,1,2022,apple,5.0,1,15.5,1328.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151064.html,1400.0,iPhone 14 Pro,MQ1W3ZD/A,Silver,48,12,6.1,512,1,2022,apple,0.0,0,15.5,1292.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-a13-4g-mit-mediatek-cpu-2141382.html,184.95,Galaxy A13 4G (MediaTek CPU),SM-A137FZWKEUE,White,50,8,6.6,128,0,0,samsung,0.0,0,16.8,171.0
https://www.mediamarkt.ch/de/product/_wiko-y52-2127284.html,79.7,Y52,WIKY52WK521GRYST,Grau,5,0,5.0,16,1,2021,wiko,0.0,0,12.7,74.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-5g-2178010.html,399.95,Redmi Note 12 Pro 5G,MZB0D39EU,Polar White,50,16,6.67,128,1,2023,xiaomi,0.0,0,16.9,369.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-a34-5g-2176865.html,429.95,Galaxy A34 5G,SM-A346BLGEEUE,Awesome Lime,48,13,6.6,256,0,0,samsung,0.0,0,16.8,397.0
https://www.mediamarkt.ch/de/product/_one-plus-11-5g-2171795.html,899.0,11 5G,5011102200,Titan Black,50,16,6.7,256,1,2023,one-plus,5.0,1,17.0,830.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-a1-2152693.html,99.95,Redmi A1,MZB0CGGEU,Schwarz,8,5,6.52,32,0,0,xiaomi,0.0,0,16.6,92.0
https://www.mediamarkt.ch/de/product/_google-pixel-7-2158708.html,619.0,Pixel 7,GA03943-GB,Lemongrass,50,10,6.3,128,1,2022,google,4.0,4,16.0,571.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167374.html,1129.0,Galaxy S23+,SM-S916BZKDEUE,Phantom Black,50,12,6.6,256,1,2023,samsung,4.0,14,16.8,1042.0
https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028656.html,699.0,iPhone 12,MGJE3ZD/A,Blue,12,12,6.1,128,1,2020,apple,4.0,16,15.5,645.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-10-2141006.html,199.95,Redmi 10 2022,MZB0A65EU,Carbon Grey,50,8,6.5,128,1,2022,xiaomi,4.0,5,16.5,185.0
https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028641.html,614.0,iPhone 12,MGJ73ZD/A,Red,12,12,6.1,64,1,2020,apple,5.0,3,15.5,567.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g82-5g-2134534.html,379.95,Moto G82 5G,PAUA0048IT,Meteorite Gray,50,16,6.6,128,1,2022,motorola,0.0,0,16.8,351.0
https://www.mediamarkt.ch/de/product/_google-pixel-7-2168875.html,699.0,Pixel 7,GA04528-GB,Obsidian,50,10,6.3,256,1,2022,google,0.0,0,16.0,645.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-lite-2144661.html,429.95,12 Lite,MZB0BKMEU,Lite Pink,108,32,6.55,128,1,2022,xiaomi,0.0,0,16.6,397.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167357.html,949.0,Galaxy S23,SM-S911BZEGEUE,Cream,50,12,6.1,256,1,2023,samsung,4.0,9,15.5,876.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167349.html,899.0,Galaxy S23,SM-S911BLIDEUE,Lavender,50,12,6.1,128,1,2023,samsung,4.0,9,15.5,830.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167388.html,1499.0,Galaxy S23 Ultra,SM-S918BZEHEUE,Cream,200,12,6.8,512,1,2023,samsung,4.0,42,17.3,1384.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2177750.html,529.0,Galaxy A54 5G,SM-A546BLVDEUE,Awesome Violet,50,32,6.4,256,0,0,samsung,0.0,0,16.3,488.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141921.html,1599.0,Galaxy Z Fold4,SM-F936BZKBEUE,Phantom Black,50,10,7.6,256,1,2022,samsung,4.0,25,19.3,1476.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip4-2141911.html,999.0,Galaxy Z Flip4,SM-F721BLBHEUE,Blue,12,10,6.7,256,1,2022,samsung,4.0,15,17.0,922.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141922.html,1699.0,Galaxy Z Fold4,SM-F936BZKCEUE,Phantom Black,50,10,7.6,512,1,2022,samsung,4.0,24,19.3,1568.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141917.html,1599.0,Galaxy Z Fold4,SM-F936BZABEUE,Grey Green,50,10,7.6,256,1,2022,samsung,4.0,25,19.3,1476.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141919.html,1599.0,Galaxy Z Fold4,SM-F936BZEBEUE,Beige,50,10,7.6,256,1,2022,samsung,4.0,25,19.3,1476.0
https://www.mediamarkt.ch/de/product/_crosscall-core-m5-2138995.html,379.95,CORE-M5,1001011101114,Schwarz,13,2,4.95,32,0,0,crosscall,0.0,0,12.6,351.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip4-2141914.html,999.0,Galaxy Z Flip4,SM-F721BZAGEUE,Graphite,12,10,6.7,128,1,2022,samsung,4.0,15,17.0,922.0
https://www.mediamarkt.ch/de/product/_emporia-touchsmart-2-2110132.html,149.95,TOUCHsmart.2,V188.2_001_CH,Schwarz/Silber,8,2,3.25,8,0,0,emporia,0.0,0,8.3,138.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-mini-2091386.html,1039.0,iPhone 13 mini,MLKC3ZD/A,Starlight,12,12,5.4,512,1,2021,apple,5.0,2,13.7,959.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151048.html,999.0,iPhone 14 Plus,MQ573ZD/A,(PRODUCT)RED,12,12,6.7,256,1,2022,apple,5.0,1,17.0,922.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151054.html,1399.0,iPhone 14 Plus,MQ5G3ZD/A,Blue,12,12,6.7,512,1,2022,apple,5.0,1,17.0,1291.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-max-2151086.html,1720.0,iPhone 14 Pro Max,MQC53ZD/A,Deep Purple,48,12,6.7,1,1,2022,apple,3.0,3,17.0,1588.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-mini-2091377.html,779.0,iPhone 13 mini,MLK53ZD/A,Midnight,12,12,5.4,256,1,2021,apple,4.0,7,13.7,719.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-max-2151083.html,1752.0,iPhone 14 Pro Max,MQC23ZD/A,Space Black,48,12,6.7,1,1,2022,apple,3.0,2,17.0,1617.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151051.html,1399.0,iPhone 14 Plus,MQ5D3ZD/A,Starlight,12,12,6.7,512,1,2022,apple,5.0,1,17.0,1291.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151039.html,1269.0,iPhone 14,MPXN3ZD/A,Blue,12,12,6.1,512,1,2022,apple,0.0,0,15.5,1171.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151033.html,959.0,iPhone 14,MPWH3ZD/A,(PRODUCT)RED,12,12,6.1,256,1,2022,apple,5.0,2,15.5,885.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2176812.html,999.0,iPhone 14 Plus,MR6D3ZD/A,Yellow,12,12,6.7,256,1,2022,apple,5.0,1,17.0,922.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091355.html,899.0,iPhone 13,MLQ83ZD/A,Pink,12,12,6.1,256,1,2021,apple,0.0,0,15.5,830.0
https://www.mediamarkt.ch/de/product/_apple-iphone-11-2020-2028721.html,459.7,iPhone 11 (2020),MHDD3ZD/A,Red,12,12,6.1,64,1,2020,apple,5.0,1,15.5,424.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091353.html,899.0,iPhone 13,MLQ73ZD/A,Starlight,12,12,6.1,256,1,2021,apple,4.0,5,15.5,830.0
https://www.mediamarkt.ch/de/product/_crosscall-action-x5-2111324.html,549.0,ACTION-X5,1001020701220,Schwarz,48,13,5.45,64,0,0,crosscall,0.0,0,13.8,507.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-11s-4g-2122560.html,249.95,Redmi Note 11S 4G,MZB0AQPEU,Graphite Grey,108,16,6.43,128,1,2022,xiaomi,4.0,18,16.3,231.0
https://www.mediamarkt.ch/de/product/_apple-iphone-12-2066506.html,614.0,iPhone 12,MJNM3ZD/A,Purple,12,12,6.1,64,1,2020,apple,5.0,4,15.5,567.0
https://www.mediamarkt.ch/de/product/_crosscall-core-x5-2131425.html,499.95,CORE-X5,1001010701695,Schwarz,48,8,5.45,64,0,0,crosscall,0.0,0,13.8,461.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151063.html,1375.0,iPhone 14 Pro,MQ1M3ZD/A,Space Black,48,12,6.1,512,1,2022,apple,5.0,1,15.5,1269.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151049.html,999.0,iPhone 14 Plus,MQ583ZD/A,Blue,12,12,6.7,256,1,2022,apple,5.0,1,17.0,922.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2174702.html,169.95,Redmi 12C,MZB0DJ4EU,Ocean Blue,50,5,6.71,128,1,2023,xiaomi,0.0,0,17.0,157.0
https://www.mediamarkt.ch/de/product/_xiaomi-11t-2093629.html,479.95,11T,MZB09M1EU,Meteorite Grey,108,16,6.67,128,1,2021,xiaomi,3.0,13,16.9,443.0
https://www.mediamarkt.ch/de/product/_one-plus-nord-ce-3-lite-5g-2180208.html,329.95,Nord CE 3 Lite 5G,5011102564,Chromatic Gray,108,16,6.72,128,1,2023,one-plus,0.0,0,17.1,305.0
https://www.mediamarkt.ch/de/product/_one-plus-nord-ce-3-lite-5g-2180209.html,329.95,Nord CE 3 Lite 5G,5011102565,Pastel Lime,108,16,6.72,128,1,2023,one-plus,0.0,0,17.1,305.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-a34-5g-2173977.html,369.95,Galaxy A34 5G,SM-A346BZSAEUE,Awesome Silver,48,13,6.6,128,0,0,samsung,0.0,0,16.8,341.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-4g-2176860.html,239.95,Redmi Note 12 4G,MZB0DNIEU,Ice Blue,50,13,6.67,128,1,2023,xiaomi,0.0,0,16.9,221.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-a34-5g-2176866.html,429.95,Galaxy A34 5G,SM-A346BZSEEUE,Awesome Silver,48,13,6.6,256,0,0,samsung,0.0,0,16.8,397.0
https://www.mediamarkt.ch/de/product/_one-plus-11-5g-2171794.html,899.0,11 5G,5011102202,Eternal Green,50,16,6.7,256,1,2023,one-plus,5.0,1,17.0,830.0
https://www.mediamarkt.ch/de/product/_one-plus-11-5g-2171793.html,829.0,11 5G,5011102199,Titan Black,50,16,6.7,128,1,2023,one-plus,0.0,0,17.0,765.0
https://www.mediamarkt.ch/de/product/_peaq-psp-400-2059893.html,154.95,PSP 400,400449,Schwarz/Silber,13,5,4.95,32,0,0,peaq,0.0,0,12.6,143.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167376.html,1249.0,Galaxy S23+,SM-S916BZGGEUE,Green,50,12,6.6,512,1,2023,samsung,4.0,15,16.8,1153.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167373.html,1129.0,Galaxy S23+,SM-S916BLIDEUE,Lavender,50,12,6.6,256,1,2023,samsung,4.0,14,16.8,1042.0
https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028655.html,699.0,iPhone 12,MGJD3ZD/A,Red,12,12,6.1,128,1,2020,apple,4.0,8,15.5,645.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-2118878.html,899.0,iPhone 13,MNGL3ZD/A,Green,12,12,6.1,256,1,2021,apple,5.0,1,15.5,830.0
https://www.mediamarkt.ch/de/product/_samsung-xcover6-pro-enterprise-edition-2140676.html,519.0,XCover6 Pro Enterprise Edition,SM-G736BZKDEEE,Schwarz,50,13,6.6,128,1,2022,samsung,3.0,2,16.8,479.0
https://www.mediamarkt.ch/de/product/_xiaomi-13-pro-2175507.html,1399.0,13 Pro,MZB0DBIEU,Ceramic Black,50,32,6.73,256,1,2023,xiaomi,5.0,2,17.1,1291.0
https://www.mediamarkt.ch/de/product/_xiaomi-poco-m5s-2152692.html,199.95,POCO M5s,MZB0CJ8EU,Grau,64,13,6.43,128,1,2022,xiaomi,0.0,0,16.3,185.0
https://www.mediamarkt.ch/de/product/_xiaomi-13-2175508.html,959.0,13,MZB0D92EU,Schwarz,50,32,6.36,256,1,2023,xiaomi,2.0,3,16.2,885.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-5g-2176855.html,499.95,Redmi Note 12 Pro+ 5G,MZB0DFFEU,Polar White,200,16,6.67,256,1,2023,xiaomi,0.0,0,16.9,461.0
https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028667.html,929.0,iPhone 12,MGJJ3ZD/A,Red,12,12,6.1,256,1,2020,apple,0.0,0,15.5,857.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-5g-2176858.html,299.95,Redmi Note 12 5G,MZB0CY3EU,Forest Green,48,13,6.67,128,1,2023,xiaomi,0.0,0,16.9,277.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-lite-2144659.html,399.95,12 Lite,MZB0BK4EU,Black,108,32,6.55,128,1,2022,xiaomi,4.0,1,16.6,369.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g52-2134532.html,329.95,Moto G52,PAU70018IT,Charcoal Grey,50,16,6.6,128,1,2022,motorola,0.0,0,16.8,305.0
https://www.mediamarkt.ch/de/product/_google-pixel-7-2168877.html,739.0,Pixel 7,GA04538-GB,Snow,50,10,6.3,256,1,2022,google,0.0,0,16.0,682.0
https://www.mediamarkt.ch/de/product/_google-pixel-7-2168876.html,819.0,Pixel 7,GA04548-GB,Lemongrass,50,10,6.3,256,1,2022,google,0.0,0,16.0,756.0
https://www.mediamarkt.ch/de/product/_nokia-g11-2114852.html,134.95,G11,719901184091,Charcoal,13,8,6.5,32,1,2022,nokia,3.0,2,16.5,125.0
https://www.mediamarkt.ch/de/product/_motorola-moto-e32-2134528.html,184.95,Moto E32,PATR0012IT,Slate Grey,16,8,6.5,64,1,2022,motorola,0.0,0,16.5,171.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g22-2134530.html,199.95,Moto G22,PATW0022IT,Cosmic Black,50,16,6.5,64,1,2022,motorola,0.0,0,16.5,185.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g30-2076214.html,259.95,Moto G30,PAML0004FR,Dark Pearl,64,13,6.5,128,1,2021,motorola,0.0,0,16.5,240.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s22-5g-2109386.html,869.0,Galaxy S22+ 5G,SM-S906BZKGEUE,Phantom Black,50,10,6.6,256,1,2022,samsung,3.0,32,16.8,802.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g-5g-2069877.html,239.0,Moto G 5G,PALM0002FR,Frosted Silver,48,16,6.7,64,1,2020,motorola,0.0,0,17.0,221.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s22-5g-2109387.html,1159.0,Galaxy S22+ 5G,SM-S906BZWGEUE,Phantom White,50,10,6.6,256,1,2022,samsung,3.0,32,16.8,1070.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g41-2110136.html,239.95,Moto G41,PAS40002FR,Meteorite Black,48,13,6.4,128,1,2022,motorola,0.0,0,16.3,221.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167347.html,899.0,Galaxy S23,SM-S911BZGDEUE,Green,50,12,6.1,128,1,2023,samsung,4.0,9,15.5,830.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2177748.html,529.0,Galaxy A54 5G,SM-A546BZWDEUE,Awesome White,50,32,6.4,256,0,0,samsung,0.0,0,16.3,488.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141920.html,1699.0,Galaxy Z Fold4,SM-F936BZECEUE,Beige,50,10,7.6,512,1,2022,samsung,4.0,24,19.3,1568.0
https://www.mediamarkt.ch/de/product/_emporia-smart-4-2049877.html,159.95,SMART.4,S4_001_CH,Schwarz/Silber,13,5,5.0,32,0,0,emporia,0.0,0,12.7,148.0
https://www.mediamarkt.ch/de/product/_xiaomi-12t-pro-2154158.html,669.0,12T Pro,MZB0CC7EU,Blau,200,20,6.67,256,1,2022,xiaomi,5.0,3,16.9,617.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141918.html,1739.0,Galaxy Z Fold4,SM-F936BZACEUE,Grey Green,50,10,7.6,512,1,2022,samsung,4.0,24,19.3,1605.0
https://www.mediamarkt.ch/de/product/_xiaomi-12t-pro-2154159.html,759.0,12T Pro,MZB0CCHEU,Silber,200,20,6.67,256,1,2022,xiaomi,0.0,0,16.9,701.0
https://www.mediamarkt.ch/de/product/_xiaomi-12t-pro-2154157.html,699.0,12T Pro,MZB0CC1EU,Schwarz,200,20,6.67,256,1,2022,xiaomi,4.0,6,16.9,645.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip4-2141915.html,1029.0,Galaxy Z Flip4,SM-F721BZAHEUE,Graphite,12,10,6.7,256,1,2022,samsung,4.0,16,17.0,950.0
https://www.mediamarkt.ch/de/product/_nokia-g50-2086833.html,184.95,G50,F16BYA1072027,Midnight Sun,48,8,6.82,128,1,2021,nokia,1.0,2,17.3,171.0
https://www.mediamarkt.ch/de/product/_xiaomi-12t-2154156.html,599.0,12T,MZB0CAHEU,Silber,108,20,6.67,256,1,2022,xiaomi,5.0,1,16.9,553.0
https://www.mediamarkt.ch/de/product/_xiaomi-12t-2154155.html,769.0,12T,MZB0CAREU,Blau,108,20,6.67,256,1,2022,xiaomi,0.0,0,16.9,710.0
https://www.mediamarkt.ch/de/product/_xiaomi-12t-2154152.html,599.0,12T,MZB0CBKEU,Schwarz,108,20,6.67,256,1,2022,xiaomi,4.0,6,16.9,553.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-mini-2091383.html,799.0,iPhone 13 mini,MLK93ZD/A,Blue,12,12,5.4,256,1,2021,apple,5.0,7,13.7,737.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151046.html,999.0,iPhone 14 Plus,MQ553ZD/A,Starlight,12,12,6.7,256,1,2022,apple,5.0,2,17.0,922.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-mini-2091387.html,999.0,iPhone 13 mini,MLKD3ZD/A,Pink,12,12,5.4,512,1,2021,apple,5.0,2,13.7,922.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151053.html,1399.0,iPhone 14 Plus,MQ5F3ZD/A,(PRODUCT)RED,12,12,6.7,512,1,2022,apple,5.0,1,17.0,1291.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-mini-2091382.html,799.0,iPhone 13 mini,MLK83ZD/A,(PRODUCT)RED,12,12,5.4,256,1,2021,apple,5.0,6,13.7,737.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-max-2151085.html,1752.0,iPhone 14 Pro Max,MQC43ZD/A,Gold,48,12,6.7,1,1,2022,apple,3.0,3,17.0,1617.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-max-2151084.html,1752.0,iPhone 14 Pro Max,MQC33ZD/A,Silver,48,12,6.7,1,1,2022,apple,3.0,2,17.0,1617.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091359.html,1139.0,iPhone 13,MLQC3ZD/A,Midnight,12,12,6.1,512,1,2021,apple,5.0,1,15.5,1051.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151050.html,1379.0,iPhone 14 Plus,MQ593ZD/A,Midnight,12,12,6.7,512,1,2022,apple,5.0,1,17.0,1273.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g71-5g-2110137.html,259.95,Moto G71 5G,PAS20036FR,Iron Black,50,16,6.4,128,1,2022,motorola,0.0,0,16.3,240.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091361.html,1059.0,iPhone 13,MLQD3ZD/A,Starlight,12,12,6.1,512,1,2021,apple,0.0,0,15.5,977.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091365.html,1099.0,iPhone 13,MLQG3ZD/A,Blue,12,12,6.1,512,1,2021,apple,0.0,0,15.5,1014.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2176811.html,979.0,iPhone 14 Plus,MR693ZD/A,Yellow,12,12,6.7,128,1,2022,apple,5.0,3,17.0,904.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2176813.html,1379.0,iPhone 14 Plus,MR6G3ZD/A,Yellow,12,12,6.7,512,1,2022,apple,5.0,1,17.0,1273.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151070.html,1634.0,iPhone 14 Pro,MQ323ZD/A,Deep Purple,48,12,6.1,1,1,2022,apple,5.0,3,15.5,1508.0
https://www.mediamarkt.ch/de/product/_motorola-moto-g100-2076212.html,629.0,Moto G100,PAM80045IT,Iridescent Ocean,64,16,6.7,128,1,2021,motorola,0.0,0,17.0,581.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-max-2151080.html,1519.0,iPhone 14 Pro Max,MQAH3ZD/A,Silver,48,12,6.7,512,1,2022,apple,5.0,1,17.0,1402.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-max-2151081.html,1559.0,iPhone 14 Pro Max,MQAJ3ZD/A,Gold,48,12,6.7,512,1,2022,apple,5.0,1,17.0,1439.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip4-2144090.html,1149.0,Galaxy Z Flip4,SM-F721BZAPEUE,Graphite,12,10,6.7,512,1,2022,samsung,3.0,16,17.0,1061.0
https://www.mediamarkt.ch/de/product/_xiaomi-black-shark-2-pro-1972386.html,799.0,Black Shark 2 Pro,PN100933,Gulf Blue,48,20,6.39,256,0,0,xiaomi,0.0,0,16.2,737.0
https://www.mediamarkt.ch/de/product/_xiaomi-black-shark-2-pro-1971823.html,699.0,Black Shark 2 Pro,PN100928,Shadow Black,48,20,6.39,128,0,0,xiaomi,0.0,0,16.2,645.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-11s-4g-2122556.html,289.95,Redmi Note 11S 4G,MZB0AQVEU,Pearl White,108,16,6.43,128,1,2022,xiaomi,0.0,0,16.3,268.0
https://www.mediamarkt.ch/de/product/_xiaomi-11-lite-5g-ne-2093627.html,399.95,11 Lite 5G NE,MZB09T9EU,Truffle Black,64,20,6.55,128,1,2021,xiaomi,0.0,0,16.6,369.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold3-5g-2080406.html,1437.0,Galaxy Z Fold3 5G,SM-F926BZKDEUC,Phantom Black,12,10,7.6,256,1,2021,samsung,4.0,1,19.3,1326.0
https://www.mediamarkt.ch/de/product/_xiaomi-11-lite-5g-ne-2093625.html,399.95,11 Lite 5G NE,MZB09TIEU,Peach Pink,64,20,6.55,128,1,2021,xiaomi,0.0,0,16.6,369.0
https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-11s-4g-2122558.html,279.95,Redmi Note 11S 4G,MZB0AQSEU,Twilight Blue,108,16,6.43,128,1,2022,xiaomi,4.0,16,16.3,258.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold3-5g-2080405.html,1437.0,Galaxy Z Fold3 5G,SM-F926BZGDEUC,Phantom Green,12,10,7.6,256,1,2021,samsung,0.0,0,19.3,1326.0
https://www.mediamarkt.ch/de/product/_xiaomi-black-shark-2-pro-1971824.html,699.0,Black Shark 2 Pro,PN100929,Iceberg Grey,48,20,6.39,128,0,0,xiaomi,0.0,0,16.2,645.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold3-5g-2080408.html,1899.0,Galaxy Z Fold3 5G,SM-F926BZGGEUC,Phantom Green,12,10,7.6,512,1,2021,samsung,5.0,1,19.3,1753.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-pro-2122540.html,1069.0,12 Pro,MZB0AENEU,Blue,50,32,6.73,256,1,2021,xiaomi,0.0,0,17.1,987.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold3-5g-2080407.html,1437.0,Galaxy Z Fold3 5G,SM-F926BZSDEUC,Phantom Silver,12,10,7.6,256,1,2021,samsung,5.0,1,19.3,1326.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-pro-2122544.html,1049.0,12 Pro,MZB0AEKEU,Grey,50,32,6.73,256,1,2021,xiaomi,3.0,3,17.1,968.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold3-5g-2080411.html,1649.0,Galaxy Z Fold3 5G,SM-F926BZSGEUC,Phantom Silver,12,10,7.6,512,1,2021,samsung,0.0,0,19.3,1522.0
https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold3-5g-2080409.html,1519.0,Galaxy Z Fold3 5G,SM-F926BZKGEUC,Phantom Black,12,10,7.6,512,1,2021,samsung,4.0,2,19.3,1402.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-2122536.html,779.0,12,MZB0ACZEU,Blue,50,32,6.28,256,1,2021,xiaomi,0.0,0,16.0,719.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-pro-2122539.html,999.0,12 Pro,MZB0ADNEU,Purple,50,32,6.73,256,1,2021,xiaomi,0.0,0,17.1,922.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-2122532.html,759.0,12,MZB0ACJEU,Purple,50,32,6.28,256,1,2021,xiaomi,0.0,0,16.0,701.0
https://www.mediamarkt.ch/de/product/_xiaomi-12-2122534.html,769.0,12,MZB0ACNEU,Grey,50,32,6.28,256,1,2021,xiaomi,4.0,5,16.0,710.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151069.html,1633.0,iPhone 14 Pro,MQ2V3ZD/A,Gold,48,12,6.1,1,1,2022,apple,5.0,2,15.5,1507.0
https://www.mediamarkt.ch/de/product/_nokia-xr20-2082673.html,499.95,XR20,VMA750M9FI1CN0,Granite,48,8,6.67,128,1,2021,nokia,0.0,0,16.9,461.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151067.html,1679.0,iPhone 14 Pro,MQ2G3ZD/A,Space Black,48,12,6.1,1,1,2022,apple,5.0,2,15.5,1550.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151068.html,1699.0,iPhone 14 Pro,MQ2N3ZD/A,Silver,48,12,6.1,1,1,2022,apple,5.0,3,15.5,1568.0
https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151065.html,1406.0,iPhone 14 Pro,MQ233ZD/A,Gold,48,12,6.1,512,1,2022,apple,0.0,0,15.5,1298.0
https://www.mediamarkt.ch/de/product/_apple-iphone-13-mini-2091388.html,979.0,iPhone 13 mini,MLKE3ZD/A,(PRODUCT)RED,12,12,5.4,512,1,2021,apple,5.0,2,13.7,904.0
